transaction_date,transaction_barcode,item_number,description,description2,combined_description,item_unit_price
2024-06-24,21133400701282406241225,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2024-06-24,21133400701282406241225,33666,BEEF RIBEYE,BONELESS USDA CHOICE,BEEF RIBEYE BONELESS USDA CHOICE,13.49
2024-06-24,21133400701282406241225,21046,TOMATO MEDLE,,,6.59
2024-06-24,21133400701282406241225,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2023-11-25,21133400701912311251328,6659,4LB HONYCRSP,,,5.99
2023-11-25,21133400701912311251328,568915,ORG CUCUMBER,,,5.99
2023-11-25,21133400701912311251328,21046,TOMATO MEDLE,,,6.59
2023-11-25,21133400701912311251328,7445,10LB BAKERS,4.5KG / 10 LB,10LB BAKERS 4.5KG / 10 LB,5.99
2023-11-25,21133400701912311251328,1273361,KS CHSE VRTY,8/29OZ 6T3H 120SL,KS CHSE VRTY 8/29OZ 6T3H 120SL,24.99
2023-11-25,21133400701912311251328,1258564,BEEFSTICKS,P360 T6H4 28/.5OX SL300,BEEFSTICKS P360 T6H4 28/.5OX SL300,16.79
2023-11-25,21133400701912311251328,9440,COCONUT MILK,THAI KITCHEN (32X10) P320,COCONUT MILK THAI KITCHEN (32X10) P320,10.99
2023-11-25,21133400701912311251328,36886,ORGANIC GT,,,19.99
2023-11-25,21133400701912311251328,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,5.49
2023-11-25,21133400701912311251328,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2023-11-25,21133400701912311251328,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-11-25,21133400701912311251328,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-11-25,21133400701912311251328,1487910,CRANJALAMEAT,12/46 OZ  6T6H  SL32,CRANJALAMEAT 12/46 OZ  6T6H  SL32,14.89
2023-11-25,21133400701912311251328,315406,/1487910,,,0
2023-11-25,21133400701912311251328,1157210,ORG CACAO,24OZ BAG    P288,ORG CACAO 24OZ BAG    P288,7.49
2023-11-25,21133400701912311251328,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.69
2023-11-25,21133400701912311251328,1343114,CHOC CAKE,WITH CHOCOLATE MOUSSE,CHOC CAKE WITH CHOCOLATE MOUSSE,15.99
2025-05-31,21133401100432505311127,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,4.89
2025-05-31,21133401100432505311127,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2025-05-31,21133401100432505311127,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-05-31,21133401100432505311127,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,8.39
2025-05-31,21133401100432505311127,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,6.39
2025-05-31,21133401100432505311127,1363689,TURKEY BACON,COLUMBUS SL30 T6H5 P300,TURKEY BACON COLUMBUS SL30 T6H5 P300,14.99
2025-05-31,21133401100432505311127,21046,TOMATO MEDLE,,,6.59
2025-05-31,21133401100432505311127,1073013,KS 100% OJ,T10H5C4 P200 SL45 DOM70,KS 100% OJ T10H5C4 P200 SL45 DOM70,14.99
2025-05-31,21133401100432505311127,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,20.49
2025-05-31,21133401100432505311127,1528128,PUMA BB5PK M,FY24           P336 HP168,PUMA BB5PK M FY24           P336 HP168,15.49
2025-05-31,21133401100432505311127,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-05-31,21133401100432505311127,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-05-31,21133401100432505311127,284601,KS ALMONDS,1.36 KG C13 T6 H5 P390,KS ALMONDS 1.36 KG C13 T6 H5 P390,11.99
2025-05-31,21133401100432505311127,55720,HADDOCK,FILLET,HADDOCK FILLET,10.99
2025-05-31,21133401100432505311127,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-05-31,21133401100432505311127,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-05-31,21133401100432505311127,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-05-31,21133401100432505311127,1554937,AMYLU CK SSG,12/40Z   T8H7  SL30,AMYLU CK SSG 12/40Z   T8H7  SL30,14.99
2025-05-31,21133401100432505311127,6130,4LB WILDTWST,,,8.49
2025-05-31,21133401100432505311127,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-05-31,21133401100432505311127,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-09-04,21133400900222409041045,428409,GLD STR REN,SYSTEM USE ONLY,GLD STR REN SYSTEM USE ONLY,99.99
2024-09-04,21133400900222409041045,1815057,"ACER 32""WQHD",GAMING MONITOR P20T10H2,"ACER 32""WQHD GAMING MONITOR P20T10H2",229.99
2024-09-04,21133400900222409041045,336336,/1815057,,,0
2024-11-24,21133400702592411241556,202193,MINI PEPPERS,680 G / 1.5 LB,MINI PEPPERS 680 G / 1.5 LB,3.99
2024-11-24,21133400702592411241556,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.49
2024-11-24,21133400702592411241556,545345,KS PISTACHIO,C13T6H4 P312 SL300,KS PISTACHIO C13T6H4 P312 SL300,13.99
2024-11-24,21133400702592411241556,384962,KS U/S QTRS,SL90,KS U/S QTRS SL90,13.99
2024-11-24,21133400702592411241556,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2024-11-24,21133400702592411241556,1830455,KS BAGUETTE,,,4.99
2024-11-24,21133400702592411241556,1011378,CHICK PEAS,P240 .,CHICK PEAS P240 .,7.99
2024-11-24,21133400702592411241556,340443,/BEANS,,,0
2024-11-24,21133400702592411241556,47825,GREEN GRAPES,1.36 KG / 3 LB,GREEN GRAPES 1.36 KG / 3 LB,6.99
2024-11-24,21133400702592411241556,6659,4LB HONYCRSP,,,8.99
2024-11-24,21133400702592411241556,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-11-24,21133400702592411241556,21046,TOMATO MEDLE,,,6.59
2024-11-24,21133400702592411241556,25551,SHRIMP 21/25,TAIL ON             6T 6H,SHRIMP 21/25 TAIL ON             6T 6H,13.99
2025-02-22,21133400804082502221606,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2025-02-22,21133400804082502221606,1710454,KEW MAYO,T10H5  SL 270  P800,KEW MAYO T10H5  SL 270  P800,6.49
2025-02-22,21133400804082502221606,1721762,MEYERS SOAP,HAND SOAP SET P210,MEYERS SOAP HAND SOAP SET P210,17.99
2025-02-22,21133400804082502221606,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,6.89
2025-02-22,21133400804082502221606,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,5.99
2025-02-22,21133400804082502221606,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,13.59
2025-02-22,21133400804082502221606,637598,KS CAGE FREE,SL21 T20H18 P360/P300,KS CAGE FREE SL21 T20H18 P360/P300,8.49
2025-02-22,21133400804082502221606,331100,POTATOES,2.27 KG / 5 LB,POTATOES 2.27 KG / 5 LB,7.99
2025-02-22,21133400804082502221606,19452,ORG CHKTENDR,TENDERLOIN SADDLEPACK,ORG CHKTENDR TENDERLOIN SADDLEPACK,5.99
2025-02-22,21133400804082502221606,6659,4LB HONYCRSP,,,9.99
2025-02-22,21133400804082502221606,1258564,BEEFSTICKS,P360 T6H4 28/.5OX SL300,BEEFSTICKS P360 T6H4 28/.5OX SL300,16.79
2025-02-22,21133400804082502221606,349053,/ 1258564,,,0
2025-02-22,21133400804082502221606,1462040,KS ARG SHRMP,CA 608G US 908G 6X6 P576,KS ARG SHRMP CA 608G US 908G 6X6 P576,21.49
2025-02-22,21133400804082502221606,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2025-02-22,21133400804082502221606,348489,/ 1391546,,,0
2025-02-22,21133400804082502221606,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-02-22,21133400804082502221606,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2025-02-22,21133400804082502221606,1830455,KS BAGUETTE,,,4.99
2025-02-22,21133400804082502221606,7812,YELLOW ONION,5 LBS,YELLOW ONION 5 LBS,3.99
2025-02-22,21133400804082502221606,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2025-02-22,21133400804082502221606,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-02-22,21133400804082502221606,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2025-05-02,21133400901002505021151,33666,BEEF RIBEYE,BONELESS USDA CHOICE,BEEF RIBEYE BONELESS USDA CHOICE,15.99
2025-05-02,21133400901002505021151,9440,COCONUT MILK,THAI KITCHEN (32X10) P320,COCONUT MILK THAI KITCHEN (32X10) P320,9.99
2025-05-02,21133400901002505021151,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.19
2025-05-02,21133400901002505021151,519638,ORG BLUES,510 G / 18 OZ,ORG BLUES 510 G / 18 OZ,9.79
2025-05-02,21133400901002505021151,938492,KS KETTLE,PINK SALT P120 T40H3,KS KETTLE PINK SALT P120 T40H3,5.99
2025-05-02,21133400901002505021151,1645578,KS MIXED NUT,C13T6H5 P390 SL240,KS MIXED NUT C13T6H5 P390 SL240,14.99
2025-05-02,21133400901002505021151,7554,SARDINES,6/4.37 OZ  P650,SARDINES 6/4.37 OZ  P650,9.99
2025-05-02,21133400901002505021151,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-05-02,21133400901002505021151,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-05-02,21133400901002505021151,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2025-05-02,21133400901002505021151,73290,CMN-DONATION,,,1
2025-05-02,21133400901002505021151,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,5.99
2025-05-02,21133400901002505021151,1706008,OLD SPICE,DEODORANT 4PC 3OZ P270,OLD SPICE DEODORANT 4PC 3OZ P270,15.99
2025-05-02,21133400901002505021151,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-05-02,21133400901002505021151,568915,ORG CUCUMBER,,,5.99
2025-05-02,21133400901002505021151,1561475,CERAVE CREAM,2 PACK 16.0 OZ       P288,CERAVE CREAM 2 PACK 16.0 OZ       P288,24.99
2025-05-02,21133400901002505021151,352985,/1561475,,,0
2025-05-02,21133400901002505021151,21046,TOMATO MEDLE,,,6.59
2025-05-02,21133400901002505021151,1838716,PRETZELPITA,28OZ (1.75LBS) P138 S150,PRETZELPITA 28OZ (1.75LBS) P138 S150,7.99
2025-05-02,21133400901002505021151,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,4.59
2025-05-02,21133400901002505021151,1830455,KS BAGUETTE,,,4.99
2025-05-02,21133400901002505021151,1199652,BUTER CROISS,,,5.99
2025-05-02,21133400901002505021151,1842720,STR CRISPS,CRISPS 3OZ P480 SL540,STR CRISPS CRISPS 3OZ P480 SL540,6.99
2025-05-02,21133400901002505021151,1739998,KS WRAP 3PK,GIFT WRAP 3PK  T130H1P130,KS WRAP 3PK GIFT WRAP 3PK  T130H1P130,9.97
2025-05-02,21133400901002505021151,1388332,COCONUT ROLL,11 OZ  P380      SL270,COCONUT ROLL 11 OZ  P380      SL270,7.99
2025-05-02,21133400901002505021151,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2024-09-04,21133400900232409041046,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.59
2024-09-04,21133400900232409041046,22995,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-09-04,21133400900232409041046,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2024-09-04,21133400900232409041046,29769,SNAPPER,,,9.99
2024-09-04,21133400900232409041046,370,ORG EVERYTHG,CHOP SALAD KIT 2PK,ORG EVERYTHG CHOP SALAD KIT 2PK,8.99
2024-09-04,21133400900232409041046,1830455,KS BAGUETTE,,,4.99
2024-09-04,21133400900232409041046,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,11.99
2024-09-04,21133400900232409041046,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-09-04,21133400900232409041046,1259349,KS WILD SHMP,16/2LB          T6H6 P576,KS WILD SHMP 16/2LB          T6H6 P576,20.99
2024-09-04,21133400900232409041046,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-09-04,21133400900232409041046,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,14.99
2024-09-04,21133400900232409041046,1853207,BK:POKEMON,VARIOUS/SCH,BK:POKEMON VARIOUS/SCH,10.99
2024-09-04,21133400900232409041046,21046,TOMATO MEDLE,,,6.59
2024-09-04,21133400900232409041046,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2024-09-04,21133400900232409041046,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-09-04,21133400900232409041046,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,5.49
2024-09-04,21133400900232409041046,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-09-04,21133400900232409041046,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-09-04,21133400900232409041046,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-09-04,21133400900232409041046,987554,BRITA 10PK,PITCHER FY15 P200,BRITA 10PK PITCHER FY15 P200,44.99
2024-11-17,21024400901582411171254,1558900,AIRTAG 4PK,MX542AM/A,AIRTAG 4PK MX542AM/A,79.99
2024-11-17,21024400901582411171254,33666,BEEF RIBEYE,BONELESS USDA CHOICE,BEEF RIBEYE BONELESS USDA CHOICE,14.99
2024-11-17,21024400901582411171254,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,8.99
2024-11-17,21024400901582411171254,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.99
2024-11-17,21024400901582411171254,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2024-11-17,21024400901582411171254,47266,ORG BS THIGH,FRESH SADDLEPACK,ORG BS THIGH FRESH SADDLEPACK,5.99
2024-11-17,21024400901582411171254,21046,TOMATO MEDLE,,,7.99
2024-11-17,21024400901582411171254,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-11-17,21024400901582411171254,6659,4LB HONYCRSP,,,8.99
2024-11-17,21024400901582411171254,1199652,BUTER CROISS,,,5.99
2024-11-17,21024400901582411171254,202193,MINI PEPPERS,680 G / 1.5 LB,MINI PEPPERS 680 G / 1.5 LB,4.99
2024-11-17,21024400901582411171254,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,19.99
2024-11-17,21024400901582411171254,975,"REYNOLDS 18""",2X150 SQFT     P320T160H2,"REYNOLDS 18"" 2X150 SQFT     P320T160H2",19.99
2024-07-13,21133400900892407131135,71003,KS IT EVOO,SL540 P240,KS IT EVOO SL540 P240,24.99
2024-07-13,21133400900892407131135,1827786,CHPTLE RANCH,CHOP SALAD KIT,CHPTLE RANCH CHOP SALAD KIT,7.99
2024-07-13,21133400900892407131135,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2024-07-13,21133400900892407131135,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,4.49
2024-07-13,21133400900892407131135,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-07-13,21133400900892407131135,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-07-13,21133400900892407131135,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,9.74
2024-07-13,21133400900892407131135,1701960,FLORAL ARRNG,LARGE VASE,FLORAL ARRNG LARGE VASE,24.99
2024-07-13,21133400900892407131135,21046,TOMATO MEDLE,,,6.59
2024-07-13,21133400900892407131135,568915,ORG CUCUMBER,,,5.99
2024-07-13,21133400900892407131135,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-07-13,21133400900892407131135,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2024-07-13,21133400900892407131135,53747,2LB RAINIER,,,9.99
2024-07-13,21133400900892407131135,36886,ORGANIC GT,,,19.99
2024-11-10,21133400902792411101516,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-11-10,21133400902792411101516,1878116,BK: POKEMON,DK/,BK: POKEMON DK/,18.99
2024-11-10,21133400902792411101516,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2024-11-10,21133400902792411101516,202193,MINI PEPPERS,680 G / 1.5 LB,MINI PEPPERS 680 G / 1.5 LB,3.99
2024-11-10,21133400902792411101516,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-11-10,21133400902792411101516,1726382,ORG POTATO,16.8Z C22=P440/C20=P400,ORG POTATO 16.8Z C22=P440/C20=P400,9.99
2024-11-10,21133400902792411101516,1775302,KS PARM SSG,9/48Z T8H8 SL40 PEPP/PARM,KS PARM SSG 9/48Z T8H8 SL40 PEPP/PARM,12.59
2024-11-10,21133400902792411101516,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-11-10,21133400902792411101516,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-11-10,21133400902792411101516,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-11-10,21133400902792411101516,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-11-10,21133400902792411101516,1315382,BAKED 30 CT,T9H6P54 SL50,BAKED 30 CT T9H6P54 SL50,18.99
2024-11-10,21133400902792411101516,340555,/1315382,,,0
2024-11-10,21133400902792411101516,1823420,RUSTIC ITALN,,,5.99
2024-11-10,21133400902792411101516,7554,SARDINES,6/4.37 OZ  P650,SARDINES 6/4.37 OZ  P650,9.99
2024-11-10,21133400902792411101516,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,9.59
2024-11-10,21133400902792411101516,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,11.99
2024-11-10,21133400902792411101516,33777,TILAPIA FLTS,FARM RAISED,TILAPIA FLTS FARM RAISED,5.99
2024-11-10,21133400902792411101516,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-11-10,21133400902792411101516,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-11-10,21133400902792411101516,637598,KS CAGE FREE,SL21 T20H18 P360/P300,KS CAGE FREE SL21 T20H18 P360/P300,5.69
2024-11-10,21133400902792411101516,149,INSTACART,1- $100 GIFT CARD,INSTACART 1- $100 GIFT CARD,79.99
2024-11-10,21133400902792411101516,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,4.29
2024-11-10,21133400902792411101516,21046,TOMATO MEDLE,,,5.59
2022-07-24,21133400902052207241459,425354,KOSHER MNSTR,ANDERSON T14H7  SL90,KOSHER MNSTR ANDERSON T14H7  SL90,10.99
2022-07-24,21133400902052207241459,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-07-24,21133400902052207241459,1384432,BOOMCHICKPOP,P108  T36H3  SL90,BOOMCHICKPOP P108  T36H3  SL90,5.99
2022-07-24,21133400902052207241459,516822,KS ORG STOCK,KS ORGANIC   SL292   P150,KS ORG STOCK KS ORGANIC   SL292   P150,10.99
2022-07-24,21133400902052207241459,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,5.79
2022-07-24,21133400902052207241459,1554937,AMYLU CK SSG,12/40Z   T8H6  SL30,AMYLU CK SSG 12/40Z   T8H6  SL30,15.99
2022-07-24,21133400902052207241459,1183857,ZIPLOC VTY,166CT 2/35 G 2/48 Q  P160,ZIPLOC VTY 166CT 2/35 G 2/48 Q  P160,15.49
2022-07-24,21133400902052207241459,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,10.69
2022-07-24,21133400902052207241459,1268182,NY PASTRAMI,MEAL MART T7H10 SL60,NY PASTRAMI MEAL MART T7H10 SL60,12.99
2022-07-24,21133400902052207241459,864917,S&P PISTACH,P320T5H4C16 SL250,S&P PISTACH P320T5H4C16 SL250,18.59
2022-07-24,21133400902052207241459,335238,KS ALB.TUNA,SL1067          P546/P504,KS ALB.TUNA SL1067          P546/P504,15.89
2022-07-24,21133400902052207241459,897342,LACROIX VTY,LEMON GRAPEFRUIT P100,LACROIX VTY LEMON GRAPEFRUIT P100,8.99
2022-07-24,21133400902052207241459,21046,TOMATO MEDLE,,,6.69
2022-07-24,21133400902052207241459,1231917,ROJO CORN,12/32 OZ   T8H7   SL45,ROJO CORN 12/32 OZ   T8H7   SL45,8.89
2022-07-24,21133400902052207241459,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.49
2022-07-24,21133400902052207241459,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,6.49
2022-07-24,21133400902052207241459,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.29
2022-07-24,21133400902052207241459,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2022-07-24,21133400902052207241459,1392843,AVOCA SPRAY,2/13.5Z 2/382G P=384,AVOCA SPRAY 2/13.5Z 2/382G P=384,11.99
2023-04-02,21133400904002304021558,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.29
2023-04-02,21133400904002304021558,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-04-02,21133400904002304021558,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-04-02,21133400904002304021558,21046,TOMATO MEDLE,,,6.69
2023-04-02,21133400904002304021558,1461056,BABY CUKE,,,5.99
2023-04-02,21133400904002304021558,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-04-02,21133400904002304021558,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,5.29
2023-04-02,21133400904002304021558,30669,BANANAS,3 LB / 1.36 KG,BANANAS 3 LB / 1.36 KG,1.49
2023-04-02,21133400904002304021558,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2025-04-05,21133401002152504051244,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,6.99
2025-04-05,21133401002152504051244,1451835,ANDOUILLE SG,CKN SSG 12/40Z 8T7H SL32,ANDOUILLE SG CKN SSG 12/40Z 8T7H SL32,14.99
2025-04-05,21133401002152504051244,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-04-05,21133401002152504051244,1280655,ORG CSR KIT,,,8.99
2025-04-05,21133401002152504051244,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-04-05,21133401002152504051244,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-04-05,21133401002152504051244,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-04-05,21133401002152504051244,1199652,BUTER CROISS,,,5.99
2025-04-05,21133401002152504051244,518161,BAR SPAGHETI,P=224   T28H8,BAR SPAGHETI P=224   T28H8,9.99
2025-04-05,21133401002152504051244,1891634,SALMON BITES,CS9 T6H6 SL28,SALMON BITES CS9 T6H6 SL28,15.99
2025-04-05,21133401002152504051244,1830455,KS BAGUETTE,,,4.99
2025-04-05,21133401002152504051244,21046,TOMATO MEDLE,,,6.59
2025-04-05,21133401002152504051244,1497720,PLANET OAT,OATMILK C6T9H5 P270 SL50,PLANET OAT OATMILK C6T9H5 P270 SL50,4.99
2025-04-05,21133401002152504051244,842994,ORG MANGOS,,,8.99
2025-04-05,21133401002152504051244,6659,4LB HONYCRSP,,,8.99
2025-04-05,21133401002152504051244,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-04-05,21133401002152504051244,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,12.99
2025-04-05,21133401002152504051244,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.79
2025-04-05,21133401002152504051244,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,4.89
2025-04-05,21133401002152504051244,1915062,BUTTERBEER,HARRY POTTER P96 SL110,BUTTERBEER HARRY POTTER P96 SL110,6.49
2024-02-03,21133400801242402031217,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.99
2024-02-03,21133400801242402031217,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
